Data Medicao,Temp_13h30
2011-02-10,28.3
2011-02-11,28.1
2011-02-12,28.5
2011-02-13,27.85
2011-02-14,26.6
2011-02-15,27.0
2011-02-16,26.55
2011-02-17,26.5
2011-02-18,27.3
2011-02-19,27.85
2011-02-20,25.3
2011-02-21,26.4
2011-02-22,27.85
2011-02-23,27.3
2011-02-24,27.55
2011-02-25,27.95
2011-02-26,27.55
2011-02-27,27.0
2011-02-28,26.45
2011-03-01,21.4
2011-03-02,27.45
2011-03-03,26.95
2011-03-04,27.8
2011-03-05,28.0
2011-03-06,27.55
2011-03-07,27.8
2011-03-08,28.0
2011-03-09,28.5
2011-03-10,27.75
2011-03-11,27.15
2011-03-12,27.7
2011-03-13,27.05
2011-03-14,27.3
2011-03-15,26.9
2011-03-16,28.1
2011-03-17,28.65
2011-03-18,28.05
2011-03-19,28.6
2011-03-20,29.25
2011-03-21,28.95
2011-03-22,28.8
2011-03-23,29.25
2011-03-24,28.75
2011-03-25,27.15
2011-03-26,27.6
2011-03-27,27.9
2011-03-28,
2011-03-29,28.15
2011-03-30,28.0
2011-03-31,28.65
2011-04-01,27.65
2011-04-02,28.55
2011-04-03,28.6
2011-04-04,28.55
2011-04-05,29.4
2011-04-06,28.2
2011-04-07,29.3
2011-04-08,28.4
2011-04-09,28.7
2011-04-10,28.95
2011-04-11,28.45
2011-04-12,27.8
2011-04-13,26.9
2011-04-14,27.25
2011-04-15,28.4
2011-04-16,28.5
2011-04-17,28.75
2011-04-18,28.65
2011-04-19,26.7
2011-04-20,29.55
2011-04-21,28.35
2011-04-22,29.3
2011-04-23,27.7
2011-04-24,26.65
2011-04-25,27.9
2011-04-26,28.2
2011-04-27,27.9
2011-04-28,28.0
2011-04-29,25.95
2011-04-30,27.35
2011-05-01,26.05
2011-05-02,27.15
2011-05-03,22.85
2011-05-04,26.05
2011-05-05,26.2
2011-05-06,25.55
2011-05-07,25.65
2011-05-08,26.95
2011-05-09,27.1
2011-05-10,24.95
2011-05-11,25.55
2011-05-12,25.9
2011-05-13,25.7
2011-05-14,27.15
2011-05-15,27.1
2011-05-16,26.5
2011-05-17,27.35
2011-05-18,26.1
2011-05-19,26.3
2011-05-20,24.9
2011-05-21,25.2
2011-05-22,24.15
2011-05-23,25.4
2011-05-24,24.8
2011-05-25,26.5
2011-05-26,25.6
2011-05-27,26.7
2011-05-28,27.05
2011-05-29,27.2
2011-05-30,26.25
2011-05-31,26.65
2011-06-01,25.65
2011-06-02,24.35
2011-06-03,26.65
2011-06-04,24.5
2011-06-05,26.9
2011-06-06,27.2
2011-06-07,25.45
2011-06-08,25.5
2011-06-09,26.45
2011-06-10,26.5
2011-06-11,26.75
2011-06-12,26.1
2011-06-13,24.5
2011-06-14,25.35
2011-06-15,25.05
2011-06-16,25.8
2011-06-17,24.2
2011-06-18,24.25
2011-06-19,26.0
2011-06-20,27.4
2011-06-21,24.65
2011-06-22,24.5
2011-06-23,26.05
2011-06-24,25.15
2011-06-25,25.55
2011-06-26,25.95
2011-06-27,25.35
2011-06-28,25.7
2011-06-29,25.5
2011-06-30,25.9
2011-07-01,25.8
2011-07-02,23.4
2011-07-03,25.7
2011-07-04,25.95
2011-07-05,25.65
2011-07-06,22.45
2011-07-07,25.3
2011-07-08,26.4
2011-07-09,25.95
2011-07-10,26.0
2011-07-11,24.85
2011-07-12,24.4
2011-07-13,22.6
2011-07-14,25.0
2011-07-15,25.1
2011-07-16,22.8
2011-07-17,23.55
2011-07-18,26.05
2011-07-19,25.25
2011-07-20,26.0
2011-07-21,25.3
2011-07-22,26.35
2011-07-23,24.6
2011-07-24,24.35
2011-07-25,25.85
2011-07-26,22.65
2011-07-27,24.55
2011-07-28,25.75
2011-07-29,25.35
2011-07-30,25.9
2011-07-31,
2011-08-01,25.2
2011-08-02,25.1
2011-08-03,25.8
2011-08-04,26.1
2011-08-05,26.3
2011-08-06,26.5
2011-08-07,25.35
2011-08-08,25.85
2011-08-09,24.6
2011-08-10,28.9
2011-08-11,27.6
2011-08-12,25.9
2011-08-13,27.05
2011-08-14,27.25
2011-08-15,26.8
2011-08-16,24.45
2011-08-17,24.25
2011-08-18,
2011-08-19,
2011-08-20,
2011-08-21,
2011-08-22,
2011-08-23,
2011-08-24,
2011-08-25,
2011-08-26,
2011-08-27,
2011-08-28,
2011-08-29,
2011-08-30,
2011-08-31,
2011-09-01,
2011-09-02,
2011-09-03,
2011-09-04,26.7
2011-09-05,26.55
2011-09-06,26.8
2011-09-07,26.85
2011-09-08,26.3
2011-09-09,27.4
2011-09-10,27.3
2011-09-11,25.1
2011-09-12,27.15
2011-09-13,26.5
2011-09-14,26.65
2011-09-15,28.05
2011-09-16,26.0
2011-09-17,27.05
2011-09-18,25.75
2011-09-19,23.4
2011-09-20,25.65
2011-09-21,26.4
2011-09-22,27.65
2011-09-23,27.85
2011-09-24,28.25
2011-09-25,28.8
2011-09-26,27.0
2011-09-27,26.6
2011-09-28,28.85
2011-09-29,28.65
2011-09-30,27.5
2011-10-01,27.8
2011-10-02,28.25
2011-10-03,27.75
2011-10-04,28.5
2011-10-05,28.9
2011-10-06,28.0
2011-10-07,27.95
2011-10-08,25.85
2011-10-09,28.85
2011-10-10,29.7
2011-10-11,28.85
2011-10-12,28.65
2011-10-13,27.85
2011-10-14,27.55
2011-10-15,28.9
2011-10-16,27.7
2011-10-17,27.9
2011-10-18,26.55
2011-10-19,26.9
2011-10-20,26.95
2011-10-21,26.8
2011-10-22,28.45
2011-10-23,27.8
2011-10-24,28.35
2011-10-25,28.0
2011-10-26,28.15
2011-10-27,29.1
2011-10-28,28.5
2011-10-29,29.4
2011-10-30,28.9
2011-10-31,29.75
2011-11-01,28.8
2011-11-02,29.1
2011-11-03,28.8
2011-11-04,27.8
2011-11-05,27.65
2011-11-06,24.6
2011-11-07,27.4
2011-11-08,28.2
2011-11-09,28.2
2011-11-10,28.55
2011-11-11,27.8
2011-11-12,27.55
2011-11-13,27.7
2011-11-14,26.75
2011-11-15,28.0
2011-11-16,28.95
2011-11-17,30.35
2011-11-18,29.5
2011-11-19,28.9
2011-11-20,28.5
2011-11-21,29.05
2011-11-22,29.3
2011-11-23,29.8
2011-11-24,29.35
2011-11-25,28.4
2011-11-26,28.25
2011-11-27,29.0
2011-11-28,29.35
2011-11-29,28.05
2011-11-30,29.15
2011-12-01,29.1
2011-12-02,29.75
2011-12-03,29.1
2011-12-04,29.35
2011-12-05,30.35
2011-12-06,29.2
2011-12-07,29.4
2011-12-08,29.2
2011-12-09,29.0
2011-12-10,30.55
2011-12-11,30.45
2011-12-12,29.35
2011-12-13,29.25
2011-12-14,29.05
2011-12-15,29.05
2011-12-16,29.25
2011-12-17,30.0
2011-12-18,29.0
2011-12-19,29.1
2011-12-20,29.95
2011-12-21,29.35
2011-12-22,29.3
2011-12-23,28.35
2011-12-24,29.6
2011-12-25,29.35
2011-12-26,29.05
2011-12-27,28.1
2011-12-28,28.9
2011-12-29,30.2
2011-12-30,29.65
2011-12-31,29.3
2012-01-01,29.2
2012-01-02,29.2
2012-01-03,29.15
2012-01-04,29.65
2012-01-05,28.7
2012-01-06,28.85
2012-01-07,29.15
2012-01-08,30.3
2012-01-09,30.4
2012-01-10,30.15
2012-01-11,29.85
2012-01-12,28.1
2012-01-13,29.8
2012-01-14,29.35
2012-01-15,26.35
2012-01-16,28.95
2012-01-17,28.75
2012-01-18,27.95
2012-01-19,27.65
2012-01-20,27.6
2012-01-21,27.4
2012-01-22,25.75
2012-01-23,24.65
2012-01-24,26.5
2012-01-25,26.35
2012-01-26,27.1
2012-01-27,26.75
2012-01-28,25.95
2012-01-29,27.85
2012-01-30,26.75
2012-01-31,27.95
2012-02-01,27.8
2012-02-02,28.15
2012-02-03,28.0
2012-02-04,28.8
2012-02-05,28.2
2012-02-06,28.6
2012-02-07,29.1
2012-02-08,28.85
2012-02-09,28.55
2012-02-10,28.0
2012-02-11,28.6
2012-02-12,27.35
2012-02-13,29.45
2012-02-14,27.85
2012-02-15,28.8
2012-02-16,28.75
2012-02-17,27.35
2012-02-18,25.55
2012-02-19,26.35
2012-02-20,27.85
2012-02-21,27.85
2012-02-22,27.1
2012-02-23,28.75
2012-02-24,28.5
2012-02-25,26.9
2012-02-26,29.55
2012-02-27,28.2
2012-02-28,28.35
2012-02-29,29.1
2012-03-01,29.0
2012-03-02,28.4
2012-03-03,29.85
2012-03-04,29.15
2012-03-05,29.5
2012-03-06,29.6
2012-03-07,28.85
2012-03-08,29.5
2012-03-09,29.4
2012-03-10,29.8
2012-03-11,29.0
2012-03-12,29.3
2012-03-13,29.8
2012-03-14,29.85
2012-03-15,29.8
2012-03-16,29.6
2012-03-17,29.55
2012-03-18,28.9
2012-03-19,29.7
2012-03-20,29.45
2012-03-21,29.25
2012-03-22,30.1
2012-03-23,27.6
2012-03-24,30.55
2012-03-25,30.35
2012-03-26,29.45
2012-03-27,29.25
2012-03-28,29.0
2012-03-29,30.25
2012-03-30,30.0
2012-03-31,30.5
2012-04-01,31.3
2012-04-02,29.95
2012-04-03,29.2
2012-04-04,27.75
2012-04-05,28.7
2012-04-06,29.35
2012-04-07,29.9
2012-04-08,29.05
2012-04-09,30.35
2012-04-10,29.55
2012-04-11,29.3
2012-04-12,29.3
2012-04-13,29.7
2012-04-14,28.7
2012-04-15,28.45
2012-04-16,30.0
2012-04-17,29.4
2012-04-18,29.6
2012-04-19,29.9
2012-04-20,29.05
2012-04-21,29.9
2012-04-22,30.25
2012-04-23,29.75
2012-04-24,28.35
2012-04-25,29.45
2012-04-26,30.1
2012-04-27,28.6
2012-04-28,28.65
2012-04-29,29.15
2012-04-30,28.9
2012-05-01,28.65
2012-05-02,29.45
2012-05-03,26.95
2012-05-04,25.35
2012-05-05,29.0
2012-05-06,29.35
2012-05-07,29.0
2012-05-08,28.1
2012-05-09,28.95
2012-05-10,28.95
2012-05-11,30.8
2012-05-12,28.5
2012-05-13,28.8
2012-05-14,29.5
2012-05-15,28.5
2012-05-16,28.3
2012-05-17,29.0
2012-05-18,28.75
2012-05-19,28.75
2012-05-20,28.95
2012-05-21,29.3
2012-05-22,29.45
2012-05-23,28.25
2012-05-24,27.15
2012-05-25,25.3
2012-05-26,28.05
2012-05-27,28.7
2012-05-28,29.05
2012-05-29,26.3
2012-05-30,25.5
2012-05-31,26.75
2012-06-01,27.65
2012-06-02,28.25
2012-06-03,27.9
2012-06-04,24.55
2012-06-05,27.5
2012-06-06,28.35
2012-06-07,29.4
2012-06-08,27.85
2012-06-09,27.25
2012-06-10,27.6
2012-06-11,28.3
2012-06-12,27.35
2012-06-13,27.65
2012-06-14,26.85
2012-06-15,24.45
2012-06-16,27.05
2012-06-17,28.15
2012-06-18,28.55
2012-06-19,28.05
2012-06-20,28.5
2012-06-21,28.9
2012-06-22,26.2
2012-06-23,27.0
2012-06-24,27.55
2012-06-25,23.85
2012-06-26,24.0
2012-06-27,24.85
2012-06-28,23.85
2012-06-29,22.75
2012-06-30,23.75
2012-07-01,25.1
2012-07-02,23.4
2012-07-03,25.7
2012-07-04,25.25
2012-07-05,26.2
2012-07-06,24.85
2012-07-07,27.2
2012-07-08,27.0
2012-07-09,26.5
2012-07-10,27.25
2012-07-11,26.35
2012-07-12,27.05
2012-07-13,23.5
2012-07-14,26.1
2012-07-15,25.2
2012-07-16,26.1
2012-07-17,26.0
2012-07-18,24.6
2012-07-19,24.95
2012-07-20,26.7
2012-07-21,26.0
2012-07-22,26.05
2012-07-23,27.1
2012-07-24,27.6
2012-07-25,24.15
2012-07-26,26.5
2012-07-27,25.85
2012-07-28,25.6
2012-07-29,25.25
2012-07-30,24.05
2012-07-31,24.1
2012-08-01,25.25
2012-08-02,24.95
2012-08-03,27.2
2012-08-04,24.85
2012-08-05,25.7
2012-08-06,27.5
2012-08-07,27.35
2012-08-08,26.9
2012-08-09,24.6
2012-08-10,25.65
2012-08-11,26.35
2012-08-12,26.65
2012-08-13,26.45
2012-08-14,26.95
2012-08-15,25.95
2012-08-16,23.65
2012-08-17,27.05
2012-08-18,26.5
2012-08-19,24.1
2012-08-20,24.95
2012-08-21,26.7
2012-08-22,26.8
2012-08-23,26.05
2012-08-24,24.65
2012-08-25,26.95
2012-08-26,27.6
2012-08-27,27.9
2012-08-28,26.95
2012-08-29,28.45
2012-08-30,27.6
2012-08-31,27.15
2012-09-01,26.7
2012-09-02,27.2
2012-09-03,27.15
2012-09-04,28.1
2012-09-05,26.65
2012-09-06,25.75
2012-09-07,25.7
2012-09-08,25.9
2012-09-09,27.45
2012-09-10,28.3
2012-09-11,27.7
2012-09-12,28.2
2012-09-13,28.85
2012-09-14,28.55
2012-09-15,27.65
2012-09-16,27.3
2012-09-17,27.05
2012-09-18,27.75
2012-09-19,27.1
2012-09-20,28.15
2012-09-21,28.5
2012-09-22,28.55
2012-09-23,28.2
2012-09-24,28.25
2012-09-25,28.1
2012-09-26,29.45
2012-09-27,29.9
2012-09-28,29.6
2012-09-29,28.85
2012-09-30,27.7
2012-10-01,27.8
2012-10-02,29.0
2012-10-03,28.45
2012-10-04,28.2
2012-10-05,27.75
2012-10-06,26.1
2012-10-07,30.0
2012-10-08,28.8
2012-10-09,28.15
2012-10-10,28.65
2012-10-11,27.0
2012-10-12,25.65
2012-10-13,29.45
2012-10-14,28.95
2012-10-15,27.0
2012-10-16,29.35
2012-10-17,29.45
2012-10-18,29.05
2012-10-19,29.35
2012-10-20,29.25
2012-10-21,29.2
2012-10-22,28.4
2012-10-23,30.3
2012-10-24,29.75
2012-10-25,29.7
2012-10-26,29.75
2012-10-27,30.1
2012-10-28,29.95
2012-10-29,29.05
2012-10-30,28.9
2012-10-31,30.95
2012-11-01,30.45
2012-11-02,31.05
2012-11-03,30.0
2012-11-04,31.4
2012-11-05,30.4
2012-11-06,30.0
2012-11-07,29.5
2012-11-08,29.35
2012-11-09,28.55
2012-11-10,26.55
2012-11-11,29.05
2012-11-12,29.3
2012-11-13,30.0
2012-11-14,29.85
2012-11-15,28.6
2012-11-16,30.2
2012-11-17,30.55
2012-11-18,29.75
2012-11-19,30.95
2012-11-20,30.0
2012-11-21,29.55
2012-11-22,30.85
2012-11-23,29.95
2012-11-24,30.2
2012-11-25,30.25
2012-11-26,29.9
2012-11-27,29.6
2012-11-28,29.85
2012-11-29,29.45
2012-11-30,28.45
2012-12-01,29.45
2012-12-02,29.55
2012-12-03,29.0
2012-12-04,29.65
2012-12-05,29.3
2012-12-06,28.95
2012-12-07,29.2
2012-12-08,30.8
2012-12-09,30.4
2012-12-10,27.7
2012-12-11,29.85
2012-12-12,29.65
2012-12-13,30.15
2012-12-14,30.25
2012-12-15,29.55
2012-12-16,29.65
2012-12-17,30.45
2012-12-18,27.8
2012-12-19,29.9
2012-12-20,29.55
2012-12-21,30.45
2012-12-22,30.25
2012-12-23,29.55
2012-12-24,28.85
2012-12-25,29.25
2012-12-26,29.15
2012-12-27,29.6
2012-12-28,30.2
2012-12-29,30.05
2012-12-30,27.65
2012-12-31,29.7
2013-01-01,29.8
2013-01-02,30.05
2013-01-03,29.4
2013-01-04,28.9
2013-01-05,29.5
2013-01-06,27.3
2013-01-07,27.6
2013-01-08,29.6
2013-01-09,29.2
2013-01-10,29.15
2013-01-11,29.15
2013-01-12,29.45
2013-01-13,28.05
2013-01-14,29.65
2013-01-15,29.9
2013-01-16,28.0
2013-01-17,29.6
2013-01-18,28.8
2013-01-19,29.6
2013-01-20,29.25
2013-01-21,30.7
2013-01-22,28.65
2013-01-23,28.4
2013-01-24,28.85
2013-01-25,28.9
2013-01-26,29.75
2013-01-27,28.1
2013-01-28,29.1
2013-01-29,29.1
2013-01-30,30.3
2013-01-31,29.15
2013-02-01,28.85
2013-02-02,29.15
2013-02-03,30.2
2013-02-04,29.85
2013-02-05,29.7
2013-02-06,29.5
2013-02-07,29.75
2013-02-08,30.2
2013-02-09,31.0
2013-02-10,29.1
2013-02-11,30.05
2013-02-12,30.85
2013-02-13,30.6
2013-02-14,30.1
2013-02-15,29.65
2013-02-16,29.9
2013-02-17,29.6
2013-02-18,28.85
2013-02-19,26.45
2013-02-20,28.45
2013-02-21,30.6
2013-02-22,29.25
2013-02-23,29.05
2013-02-24,30.1
2013-02-25,29.85
2013-02-26,30.7
2013-02-27,30.05
2013-02-28,30.45
2013-03-01,30.8
2013-03-02,31.35
2013-03-03,30.4
2013-03-04,31.05
2013-03-05,29.85
2013-03-06,30.1
2013-03-07,28.6
2013-03-08,28.65
2013-03-09,27.8
2013-03-10,30.95
2013-03-11,30.6
2013-03-12,30.6
2013-03-13,30.35
2013-03-14,29.35
2013-03-15,29.55
2013-03-16,28.6
2013-03-17,29.9
2013-03-18,30.3
2013-03-19,28.1
2013-03-20,27.2
2013-03-21,28.1
2013-03-22,28.75
2013-03-23,29.3
2013-03-24,28.9
2013-03-25,29.55
2013-03-26,29.55
2013-03-27,29.5
2013-03-28,29.95
2013-03-29,28.55
2013-03-30,29.0
2013-03-31,29.15
2013-04-01,29.2
2013-04-02,28.9
2013-04-03,29.25
2013-04-04,29.5
2013-04-05,28.9
2013-04-06,30.1
2013-04-07,29.1
2013-04-08,26.7
2013-04-09,29.25
2013-04-10,29.15
2013-04-11,29.85
2013-04-12,29.4
2013-04-13,29.85
2013-04-14,30.2
2013-04-15,30.9
2013-04-16,28.0
2013-04-17,29.4
2013-04-18,29.6
2013-04-19,29.65
2013-04-20,24.5
2013-04-21,26.25
2013-04-22,25.9
2013-04-23,27.9
2013-04-24,27.05
2013-04-25,27.15
2013-04-26,27.5
2013-04-27,27.6
2013-04-28,28.15
2013-04-29,26.65
2013-04-30,26.85
2013-05-01,27.45
2013-05-02,24.55
2013-05-03,25.55
2013-05-04,27.25
2013-05-05,26.35
2013-05-06,28.9
2013-05-07,28.5
2013-05-08,28.05
2013-05-09,28.05
2013-05-10,26.45
2013-05-11,26.9
2013-05-12,27.6
2013-05-13,27.45
2013-05-14,27.25
2013-05-15,27.1
2013-05-16,27.1
2013-05-17,27.8
2013-05-18,26.5
2013-05-19,26.3
2013-05-20,27.45
2013-05-21,28.05
2013-05-22,29.05
2013-05-23,27.4
2013-05-24,28.7
2013-05-25,28.55
2013-05-26,26.5
2013-05-27,27.6
2013-05-28,28.2
2013-05-29,27.8
2013-05-30,28.75
2013-05-31,28.75
2013-06-01,27.9
2013-06-02,28.1
2013-06-03,28.75
2013-06-04,28.55
2013-06-05,27.4
2013-06-06,27.2
2013-06-07,27.4
2013-06-08,26.9
2013-06-09,26.15
2013-06-10,24.95
2013-06-11,25.95
2013-06-12,27.1
2013-06-13,23.0
2013-06-14,23.75
2013-06-15,26.35
2013-06-16,27.95
2013-06-17,26.1
2013-06-18,27.7
2013-06-19,27.5
2013-06-20,27.55
2013-06-21,26.0
2013-06-22,25.75
2013-06-23,25.55
2013-06-24,25.35
2013-06-25,25.4
2013-06-26,26.55
2013-06-27,25.35
2013-06-28,27.95
2013-06-29,26.65
2013-06-30,27.6
2013-07-01,27.05
2013-07-02,26.75
2013-07-03,21.25
2013-07-04,24.95
2013-07-05,25.45
2013-07-06,25.85
2013-07-07,25.55
2013-07-08,27.45
2013-07-09,27.35
2013-07-10,24.1
2013-07-11,25.7
2013-07-12,22.6
2013-07-13,26.4
2013-07-14,25.25
2013-07-15,25.8
2013-07-16,27.3
2013-07-17,25.8
2013-07-18,24.5
2013-07-19,
2013-07-20,26.85
2013-07-21,25.3
2013-07-22,23.95
2013-07-23,24.3
2013-07-24,26.0
2013-07-25,25.1
2013-07-26,25.75
2013-07-27,25.75
2013-07-28,25.85
2013-07-29,24.3
2013-07-30,26.25
2013-07-31,26.05
2013-08-01,24.0
2013-08-02,22.8
2013-08-03,25.6
2013-08-04,27.1
2013-08-05,27.45
2013-08-06,24.5
2013-08-07,26.35
2013-08-08,23.3
2013-08-09,26.35
2013-08-10,26.7
2013-08-11,26.95
2013-08-12,27.25
2013-08-13,27.25
2013-08-14,27.85
2013-08-15,27.25
2013-08-16,27.75
2013-08-17,26.15
2013-08-18,25.65
2013-08-19,26.85
2013-08-20,27.65
2013-08-21,26.7
2013-08-22,26.85
2013-08-23,25.8
2013-08-24,27.75
2013-08-25,26.2
2013-08-26,27.75
2013-08-27,27.75
2013-08-28,28.05
2013-08-29,28.45
2013-08-30,25.45
2013-08-31,27.0
2013-09-01,26.7
2013-09-02,27.0
2013-09-03,28.85
2013-09-04,26.1
2013-09-05,28.45
2013-09-06,28.9
2013-09-07,26.65
2013-09-08,26.65
2013-09-09,28.1
2013-09-10,26.2
2013-09-11,27.35
2013-09-12,27.65
2013-09-13,27.7
2013-09-14,27.0
2013-09-15,29.0
2013-09-16,27.95
2013-09-17,28.45
2013-09-18,25.55
2013-09-19,28.55
2013-09-20,27.95
2013-09-21,28.15
2013-09-22,28.6
2013-09-23,29.1
2013-09-24,29.75
2013-09-25,29.6
2013-09-26,29.2
2013-09-27,29.95
2013-09-28,28.1
2013-09-29,28.75
2013-09-30,25.25
2013-10-01,28.15
2013-10-02,28.6
2013-10-03,28.8
2013-10-04,28.95
2013-10-05,29.15
2013-10-06,29.75
2013-10-07,29.7
2013-10-08,29.95
2013-10-09,29.6
2013-10-10,29.6
2013-10-11,28.2
2013-10-12,25.2
2013-10-13,26.8
2013-10-14,28.5
2013-10-15,27.75
2013-10-16,29.05
2013-10-17,29.75
2013-10-18,29.15
2013-10-19,29.45
2013-10-20,29.4
2013-10-21,29.65
2013-10-22,30.0
2013-10-23,29.35
2013-10-24,27.65
2013-10-25,29.1
2013-10-26,29.6
2013-10-27,29.2
2013-10-28,28.7
2013-10-29,29.75
2013-10-30,29.1
2013-10-31,29.3
2013-11-01,27.95
2013-11-02,28.05
2013-11-03,29.95
2013-11-04,26.95
2013-11-05,24.5
2013-11-06,28.45
2013-11-07,29.45
2013-11-08,28.95
2013-11-09,29.1
2013-11-10,29.45
2013-11-11,30.35
2013-11-12,29.25
2013-11-13,29.3
2013-11-14,28.5
2013-11-15,28.8
2013-11-16,26.6
2013-11-17,25.6
2013-11-18,28.5
2013-11-19,28.95
2013-11-20,28.7
2013-11-21,29.65
2013-11-22,27.65
2013-11-23,29.1
2013-11-24,29.45
2013-11-25,29.4
2013-11-26,29.25
2013-11-27,29.0
2013-11-28,28.4
2013-11-29,28.55
2013-11-30,29.85
2013-12-01,30.75
2013-12-02,29.95
2013-12-03,30.25
2013-12-04,30.45
2013-12-05,30.0
2013-12-06,27.45
2013-12-07,29.7
2013-12-08,29.65
2013-12-09,29.45
2013-12-10,29.7
2013-12-11,29.2
2013-12-12,29.5
2013-12-13,29.5
2013-12-14,30.15
2013-12-15,28.8
2013-12-16,26.55
2013-12-17,27.3
2013-12-18,25.0
2013-12-19,25.6
2013-12-20,25.0
2013-12-21,24.65
2013-12-22,25.6
2013-12-23,27.4
2013-12-24,26.1
2013-12-25,28.55
2013-12-26,28.55
2013-12-27,28.55
2013-12-28,28.05
2013-12-29,28.7
2013-12-30,28.05
2013-12-31,28.2
2014-01-01,28.3
2014-01-02,28.1
2014-01-03,28.2
2014-01-04,28.55
2014-01-05,28.4
2014-01-06,28.45
2014-01-07,26.15
2014-01-08,28.15
2014-01-09,28.05
2014-01-10,28.0
2014-01-11,29.25
2014-01-12,26.0
2014-01-13,28.2
2014-01-14,28.55
2014-01-15,28.35
2014-01-16,27.85
2014-01-17,28.55
2014-01-18,29.45
2014-01-19,29.4
2014-01-20,29.25
2014-01-21,28.75
2014-01-22,28.4
2014-01-23,29.45
2014-01-24,29.55
2014-01-25,29.85
2014-01-26,29.05
2014-01-27,30.0
2014-01-28,29.3
2014-01-29,29.2
2014-01-30,29.95
2014-01-31,28.55
2014-02-01,28.55
2014-02-02,29.4
2014-02-03,28.6
2014-02-04,28.3
2014-02-05,28.55
2014-02-06,25.65
2014-02-07,27.0
2014-02-08,27.3
2014-02-09,26.6
2014-02-10,27.1
2014-02-11,28.3
2014-02-12,27.95
2014-02-13,29.15
2014-02-14,27.95
2014-02-15,28.0
2014-02-16,29.25
2014-02-17,28.3
2014-02-18,26.75
2014-02-19,27.45
2014-02-20,26.95
2014-02-21,28.0
2014-02-22,24.85
2014-02-23,27.55
2014-02-24,29.4
2014-02-25,29.35
2014-02-26,29.5
2014-02-27,28.75
2014-02-28,27.85
2014-03-01,29.65
2014-03-02,26.7
2014-03-03,30.0
2014-03-04,29.75
2014-03-05,30.4
2014-03-06,29.25
2014-03-07,21.45
2014-03-08,27.55
2014-03-09,29.05
2014-03-10,28.05
2014-03-11,28.95
2014-03-12,28.2
2014-03-13,28.5
2014-03-14,27.55
2014-03-15,28.55
2014-03-16,27.7
2014-03-17,29.4
2014-03-18,28.25
2014-03-19,26.85
2014-03-20,27.45
2014-03-21,28.7
2014-03-22,29.8
2014-03-23,28.95
2014-03-24,30.0
2014-03-25,29.9
2014-03-26,29.75
2014-03-27,28.0
2014-03-28,28.25
2014-03-29,28.5
2014-03-30,29.6
2014-03-31,29.05
2014-04-01,29.2
2014-04-02,28.7
2014-04-03,29.75
2014-04-04,29.5
2014-04-05,28.25
2014-04-06,27.65
2014-04-07,27.7
2014-04-08,27.9
2014-04-09,28.6
2014-04-10,28.1
2014-04-11,28.35
2014-04-12,29.15
2014-04-13,27.7
2014-04-14,27.8
2014-04-15,27.15
2014-04-16,28.3
2014-04-17,28.85
2014-04-18,29.5
2014-04-19,29.6
2014-04-20,29.9
2014-04-21,29.85
2014-04-22,27.95
2014-04-23,28.15
2014-04-24,27.75
2014-04-25,28.25
2014-04-26,28.95
2014-04-27,29.2
2014-04-28,26.1
2014-04-29,25.65
2014-04-30,26.15
2014-05-01,26.35
2014-05-02,24.65
2014-05-03,27.2
2014-05-04,26.9
2014-05-05,26.6
2014-05-06,26.7
2014-05-07,26.85
2014-05-08,26.95
2014-05-09,28.4
2014-05-10,29.2
2014-05-11,28.65
2014-05-12,26.25
2014-05-13,24.8
2014-05-14,29.5
2014-05-15,26.55
2014-05-16,27.95
2014-05-17,28.1
2014-05-18,27.25
2014-05-19,27.75
2014-05-20,28.7
2014-05-21,29.45
2014-05-22,28.65
2014-05-23,28.9
2014-05-24,29.5
2014-05-25,28.85
2014-05-26,28.35
2014-05-27,29.65
2014-05-28,29.8
2014-05-29,23.4
2014-05-30,26.9
2014-05-31,24.5
2014-06-01,26.6
2014-06-02,27.0
2014-06-03,27.6
2014-06-04,27.1
2014-06-05,27.8
2014-06-06,26.5
2014-06-07,27.55
2014-06-08,28.1
2014-06-09,27.55
2014-06-10,25.5
2014-06-11,25.95
2014-06-12,27.15
2014-06-13,25.2
2014-06-14,26.95
2014-06-15,26.3
2014-06-16,26.6
2014-06-17,25.05
2014-06-18,26.9
2014-06-19,25.95
2014-06-20,26.8
2014-06-21,26.85
2014-06-22,25.5
2014-06-23,26.35
2014-06-24,26.25
2014-06-25,27.0
2014-06-26,25.75
2014-06-27,24.95
2014-06-28,26.4
2014-06-29,25.5
2014-06-30,27.1
2014-07-01,29.15
2014-07-02,28.15
2014-07-03,25.05
2014-07-04,26.4
2014-07-05,26.75
2014-07-06,25.6
2014-07-07,25.95
2014-07-08,25.9
2014-07-09,27.65
2014-07-10,25.95
2014-07-11,25.5
2014-07-12,28.1
2014-07-13,25.8
2014-07-14,24.45
2014-07-15,24.25
2014-07-16,26.85
2014-07-17,26.8
2014-07-18,25.65
2014-07-19,24.05
2014-07-20,26.1
2014-07-21,26.2
2014-07-22,25.95
2014-07-23,26.2
2014-07-24,24.95
2014-07-25,27.1
2014-07-26,27.0
2014-07-27,27.35
2014-07-28,24.2
2014-07-29,23.35
2014-07-30,25.95
2014-07-31,26.25
2014-08-01,27.1
2014-08-02,27.7
2014-08-03,27.05
2014-08-04,27.05
2014-08-05,28.4
2014-08-06,27.6
2014-08-07,26.95
2014-08-08,20.95
